
Training
(1, 1, 0.9998976459814338)
(1, 1, 0.9993143110067619)
(1, 1, 0.9991696373629723)
(1, 1, 0.9999882206456148)
(1, 1, 0.9999999996922464)
(1, 1, 0.9991317986400403)
(1, 1, 0.9999999802554056)
(1, 1, 0.9995543290887132)
(1, 1, 0.9982463337817975)
(1, 1, 0.9999998944281285)
(1, 1, 0.9999999908975833)
(1, 1, 0.9999784679836653)
(1, 1, 0.9999999911761842)
(1, 1, 0.9999999991412494)
(1, 1, 0.9981812817919355)
(1, 1, 0.9999997903790507)
(1, 1, 0.9994756798298801)
(1, 1, 0.9999999998483924)
(1, 1, 0.9998365288445623)
(1, 1, 0.9999134038989457)
(1, 1, 0.9999997640316558)
(1, 1, 0.9999995537652651)
(1, 1, 0.9999989475732194)
(1, 1, 0.9999999366845564)
(1, 1, 0.9996873616386018)
(1, 1, 0.9982531303873761)
(1, 1, 0.9990945745554468)
(1, 1, 0.9999997246076585)
(1, 1, 0.9998303701672788)
(1, 1, 0.9988927095212932)
(1, 1, 0.9999881767873895)
(1, 1, 0.9999999914961647)
(1, 1, 0.9997481347828195)
(1, 1, 0.9993637178053105)
(1, 1, 0.9992481081502198)
(1, 1, 0.9993717004503735)
(1, 1, 0.9945204261119501)
(1, 1, 0.9994261883391196)
(1, 1, 0.9999662081534457)
(1, 1, 0.9999223313600267)
(1, 1, 0.9999926585917585)
(1, 1, 0.9999532873510739)
(1, 1, 0.9992892508665955)
(1, 1, 0.9998095701745316)
(1, 1, 0.9999825162679826)
(1, 1, 0.9999424812427141)
(1, 1, 0.9999997797919057)
(1, 1, 0.9999999970429374)
(1, 1, 0.9999999837915121)
(1, 1, 0.9993846046014627)
(1, 1, 0.9995613342602929)
(1, 1, 0.9999960621033356)
(1, 1, 0.9993038866347962)
(1, 1, 0.9999977930942711)
(1, 1, 0.999939696863965)
(1, 1, 0.9995968109767966)
(1, 1, 0.9999955672625139)
(1, 1, 0.9996927091272768)
(1, 1, 0.9999083811353725)
(1, 1, 0.999990706995372)
(1, 1, 0.999999896432416)
(1, 1, 0.9999891958330358)
(1, 1, 0.9999632918368493)
(1, 1, 0.99999950063641)
(1, 1, 0.9999433999505917)
(1, 1, 0.9990958571063943)
(1, 1, 0.9999810367455015)
(1, 1, 0.9999999989132953)
(1, 1, 0.9999975735890241)
(1, 1, 0.9998875736343152)
(1, 1, 0.9999999996215483)
(1, 1, 0.9995805018157026)
(1, 1, 0.9999996308378838)
(1, 1, 0.9999999997418536)
(1, 1, 0.9999996273849788)
(1, 1, 0.9999930958290519)
(1, 1, 0.9991371134215201)
(1, 0, 1.7492317035240667e-12)
(1, 1, 0.9999997038407835)
(1, 1, 0.9991660387645184)
(1, 1, 0.9999363688608641)
(1, 1, 0.9999984733772136)
(1, 1, 0.9999010986950151)
(1, 1, 0.9995933313100932)
(1, 1, 0.9999999438832297)
(1, 1, 0.999999499167196)
(1, 1, 0.999971349895002)
(1, 1, 0.9999871072048737)
(1, 1, 0.9996218481510613)
(1, 1, 0.9999985982131775)
(1, 1, 0.9999682160147549)
(1, 1, 0.9999918312735558)
(1, 1, 0.9999681904155479)
(1, 1, 0.9999212284811675)
(1, 1, 0.9997890829850695)
(1, 1, 0.999668654730291)
(1, 1, 0.9986729285605032)
(1, 1, 0.9998885339634598)
(1, 1, 0.9996032560600756)
(1, 1, 0.9998410145519688)
(1, 1, 0.9999994902428172)
(1, 1, 0.9997374930909173)
(1, 1, 0.9999662895657074)
(1, 1, 0.9981429449977266)
(1, 1, 0.9998470878962817)
(1, 1, 0.9994648736381836)
(1, 1, 0.9999822705848281)
(1, 1, 0.9999185438217174)
(1, 1, 0.9999357772179477)
(1, 1, 0.9999989496699474)
(1, 1, 0.999447919380716)
(1, 1, 0.9981395103469612)
(1, 1, 0.9999999999860212)
(1, 1, 0.9998397550400453)
(1, 1, 0.9995512239175907)
(1, 1, 0.9999076856370682)
(1, 1, 0.999997351754)
(1, 1, 0.9999251316613916)
(1, 1, 0.999999993753284)
(1, 1, 0.9998061088412861)
(1, 1, 0.9994977646424604)
(1, 1, 0.9999862818099633)
(1, 1, 0.9999411958306602)
(1, 1, 0.9996165194609367)
(1, 1, 0.9999954578706081)
(1, 1, 0.9996238181956989)
(1, 1, 0.9999887412386125)
(1, 1, 0.9999660931034543)
(1, 1, 0.9999915847611277)
(1, 1, 0.9989012958566997)
(1, 1, 0.9999624912838894)
(1, 1, 0.9999942308750932)
(1, 1, 0.9999625006119839)
(1, 1, 0.9994562593315336)
(1, 1, 0.9999342755207495)
(1, 1, 0.9999999384818006)
(1, 1, 0.9999769095503689)
(1, 1, 0.9993124447736138)
(1, 1, 0.9999052558726993)
(1, 1, 0.9998776521202154)
(1, 1, 0.9998029954304999)
(1, 1, 0.9999999573404512)
(1, 1, 0.9997979598077643)
(1, 1, 0.9999646096950311)
(1, 1, 0.9999458062907106)
(1, 1, 0.9999999849127139)
(1, 1, 0.9999986711767505)
(1, 1, 0.9999966853016851)
(1, 1, 0.9999956849636199)
(1, 1, 0.9985456748162411)
(1, 1, 0.999999829843733)
(1, 1, 0.9999945708659902)
(1, 1, 0.9999463525763687)
(1, 1, 0.9998996783872717)
(1, 1, 0.9999999791007512)
(1, 1, 0.9997906396381581)
(1, 1, 0.9998246068755204)
(1, 1, 0.9999999050318392)
(1, 1, 0.9999902629080046)
(1, 1, 0.999974415085521)
(1, 1, 0.9998165644996816)
(1, 1, 0.9998298155432848)
(1, 1, 0.9991198124678193)
(1, 1, 0.9998071469512644)
(1, 1, 0.9985243572389378)
(1, 1, 0.9999991614111419)
(1, 1, 0.999999925408827)
(1, 1, 0.9981394078973265)
(1, 1, 0.9993438586153863)
(1, 1, 0.9999999999826317)
(1, 1, 0.9999994837565291)
(1, 1, 0.9997567031616891)
(1, 1, 0.9988518363335077)
(1, 1, 0.9999698146572502)
(1, 1, 0.9979779579487716)
(1, 1, 0.999990632810224)
(1, 1, 0.9999997811876423)
(1, 1, 0.9999296086414926)
(1, 1, 0.9999027478487867)
(1, 0, 2.865654526392902e-10)
(1, 1, 0.9999656930259068)
(1, 1, 0.999998559402331)
(1, 1, 0.9953347145072323)
(1, 1, 0.9999748960619584)
(1, 1, 0.9999982073004839)
(1, 1, 0.9999047620247046)
(1, 1, 0.9999235351195372)
(1, 1, 0.9999984673527151)
(1, 1, 0.9988832404521185)
(1, 1, 0.9999997951476547)
(1, 1, 0.9999999859354873)
(1, 1, 0.9999975682946699)
(1, 1, 0.9999999999968314)
(1, 1, 0.9999756289643656)
(1, 1, 0.9989463657214166)
(1, 1, 0.9999998754220927)
(1, 1, 0.999999946809588)
(1, 1, 0.9989804758443313)
(1, 1, 0.9999955467970717)
(1, 1, 0.999715482997021)
(1, 1, 0.9999999923600892)
(1, 1, 0.9999987425062035)
(1, 1, 0.9999999905779787)
(1, 1, 0.9967430207532194)
(1, 1, 0.9969919965097812)
(1, 1, 0.9998858939182507)
(1, 1, 0.9999421068115117)
(1, 1, 0.9999997802833868)
(1, 1, 0.9990598614032878)
(1, 1, 0.9996050499030861)
(1, 1, 0.9997859081415096)
(1, 1, 0.9999999993969251)
(1, 1, 0.9997006301323872)
(1, 1, 0.9998723649840072)
(1, 1, 0.9997438039620405)
(1, 1, 0.9999751847244824)
(1, 1, 0.998375895684576)
(1, 1, 0.9999984788619359)
(1, 1, 0.9999926672128611)
(1, 1, 0.999192816442176)
(1, 1, 0.9999668781776788)
(1, 1, 0.9998025257681864)
(1, 1, 0.9995284329209426)
(1, 1, 0.9979456143783684)
(1, 1, 0.999992169582865)
(1, 1, 0.9999875282336428)
(1, 1, 0.9999767595256008)
(1, 1, 0.9999997471650859)
(1, 1, 0.9998659745847385)
(1, 1, 0.9999696677804116)
(1, 1, 0.9999999809884609)
(1, 1, 0.9999999995199804)
(1, 1, 0.9998314139041233)
(1, 1, 0.9995967322299784)
(1, 1, 0.9998108832364448)
(1, 1, 0.9996263914983582)
(1, 1, 0.9999822879808861)
(1, 1, 0.999998980423538)
(1, 1, 0.9999646613701666)
(1, 1, 0.9997764144350397)
(1, 1, 0.999244690588847)
(1, 1, 0.9999752607474486)
(1, 1, 0.9999999989586206)
(1, 1, 0.9999804183408965)
(1, 1, 0.9999496660302615)
(1, 1, 0.999999753634848)
(1, 1, 0.9999999962968009)
(1, 1, 0.9997424860340788)
(1, 1, 0.9999939424365728)
(1, 1, 0.9999877896812438)
(1, 1, 0.9999996775574198)
(1, 1, 0.9999759666105055)
(1, 1, 0.9999993793716492)
(1, 1, 0.9999998560400188)
(1, 1, 0.9999599178652632)
(1, 1, 0.9996893437451866)
(1, 1, 0.9984808014333081)
(1, 1, 0.9999997180585469)
(1, 1, 0.9999999613822493)
(1, 1, 0.9999697350531948)
(1, 1, 0.9999946461817908)
(1, 1, 0.9994766765581894)
(1, 1, 0.9989627302329689)
(1, 1, 0.9997040706771382)
(1, 1, 0.9999995993944251)
(1, 1, 0.9999010466369211)
(1, 1, 0.9994077676063304)
(1, 1, 0.9996819254621152)
(1, 1, 0.9999999697125863)
(1, 1, 0.9999945953140713)
(1, 1, 0.9996106631814825)
(1, 1, 0.9999379848140038)
(1, 1, 0.9999981509397617)
(1, 1, 0.9999145002943809)
(1, 1, 0.999995108293344)
(1, 1, 0.999814978507545)
(1, 1, 0.9998190968988511)
(1, 1, 0.9999999209441162)
(1, 1, 0.9987672810116184)
(1, 1, 0.9993805812944572)
(1, 1, 0.9999959329826565)
(1, 1, 0.9999998911693765)
(1, 1, 0.9974229005582197)
(1, 1, 0.9997918119627036)
(1, 1, 0.9999999961416612)
(1, 1, 0.9999274696897783)
(1, 1, 0.9999050817057462)
(1, 1, 0.998827085057546)
(1, 1, 0.9999997281527306)
(1, 1, 0.998953538549796)
(1, 1, 0.9999999989990374)
(1, 1, 0.9999999991158393)
(1, 1, 0.9999734485548656)
(1, 1, 0.999999994784688)
(1, 1, 0.9999463390055546)
(1, 1, 0.9999818374229439)
(1, 1, 0.999832224736009)
(1, 1, 0.9999894019734258)
(1, 1, 0.9997679891364697)
(1, 1, 0.9995037076226856)
(1, 1, 0.9999951968927767)
(1, 1, 0.9999996183118025)
(1, 1, 0.9999976458058555)
(1, 1, 0.9999688241123137)
(1, 1, 0.9999825283730527)
(1, 1, 0.999045550309007)
(1, 1, 0.9993625399912396)
(1, 1, 0.9979330451978979)
(1, 1, 0.9999998715602135)
(1, 1, 0.999999985885285)
(1, 1, 0.9998182006813896)
(1, 1, 0.9996610084873088)
(1, 1, 0.9999502799654093)
(1, 1, 0.9999987325457067)
(1, 1, 0.9985936716549382)
(1, 1, 0.9996240787553315)
(1, 1, 0.999994141493294)
(1, 1, 0.9988801585784656)
(1, 1, 0.9995917349236636)
(1, 1, 0.9999936116984143)
(1, 1, 0.9997381557191182)
(1, 1, 0.9999999326132095)
(1, 1, 0.9999996499400712)
(1, 1, 0.9999506398143004)
(1, 1, 0.9999910236677511)
(1, 1, 0.9999998396085752)
(1, 1, 0.9992246846468102)
(1, 1, 0.9999779300384626)
(1, 1, 0.99999999668388)
(1, 1, 0.9999228735686682)
(1, 1, 0.9999999982002816)
(1, 1, 0.9999030638308366)
(1, 1, 0.9999999769033298)
(1, 1, 0.9985139005166797)
(1, 1, 0.9994442853557526)
(1, 1, 0.9999156010735282)
(1, 1, 0.9999799162868294)
(1, 1, 0.999987822828654)
(1, 1, 0.9999999078167136)
(1, 1, 0.9978847711363296)
(1, 1, 0.9999336219510292)
(1, 1, 0.9994576199633727)
(1, 1, 0.9993128491746209)
(1, 1, 0.999999987633373)
(1, 1, 0.9999914367082977)
(1, 1, 0.9989249571585401)
(1, 1, 0.9999564932657075)
(1, 1, 0.9991898568069927)
(1, 1, 0.9999810132980046)
(1, 1, 0.9999998828762671)
(1, 1, 0.9999987241236561)
(1, 1, 0.9999999243811462)
(1, 1, 0.9997497273162002)
(1, 1, 0.9999678400999676)
(1, 1, 0.9999312267874705)
(1, 1, 0.9999781077689073)
(1, 1, 0.9999895957297887)
(1, 1, 0.999999984389375)
(1, 1, 0.9999845356163343)
(1, 1, 0.999986963265491)
(1, 1, 0.9998092351749687)
(1, 1, 0.9999954364504323)
(1, 1, 0.9999089400131922)
(1, 1, 0.9999816072767915)
(1, 1, 0.9999640688099418)
(1, 1, 0.9999900551094115)
(1, 1, 0.9999941204399023)
(1, 1, 0.9999999598150521)
(1, 1, 0.9994603672815633)
(1, 1, 0.9979331917733255)
(1, 1, 0.9999999642062714)
(1, 1, 0.9999998601515658)
(1, 1, 0.9999999731223551)
(1, 1, 0.997146750550501)
(1, 1, 0.9999975072346279)
(1, 1, 0.9999968598192246)
(1, 1, 0.9990644922788386)
(1, 1, 0.9978877310625734)
(1, 1, 0.9990927732344499)
(1, 1, 0.9995585543132277)
(1, 1, 0.9999831514270128)
(1, 1, 0.9999999999092835)
(1, 1, 0.9994778046158928)
(1, 1, 0.9996706981061266)
(1, 1, 0.9996150388863603)
(1, 1, 0.999681866790895)
(1, 1, 0.9996362318139554)
(1, 1, 0.9999431097178212)
(1, 1, 0.9999881344171634)
(1, 1, 0.9995516023202325)
(1, 1, 0.9992277560376343)
(1, 0, 1.2878142632784246e-09)
(1, 1, 0.9999955571764295)
(1, 1, 0.9997109071881687)
(1, 1, 0.9999710692070464)
(1, 1, 0.9999302807409594)
(1, 1, 0.9999966059601554)
(1, 1, 0.9933044608637874)
(1, 1, 0.9999205249225527)
(1, 1, 0.9999999455524117)
(1, 1, 0.9999773328166354)
(1, 1, 0.9999932300811069)
(1, 1, 0.9999999829543526)
(1, 1, 0.9999482806058658)
(1, 1, 0.9999999841034368)
